reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A3M1PLEYNDEYO8,B001AH83UG,"G. Thomas ""Tom""","[2, 2]","Not as bright as I would like them; however, very nice.  I can practice without lighting up the whole house.  I'm glad that I bought it.",5,And then there was light,1262822400,"01 7, 2010"
A3M4FU3WQWJHMP,B001AH83UG,Joehorse,"[0, 0]","Super, Excellent for dimly lighted rooms.............serves it's purpose really well and I plan to keep one of these handy from now on. Thanks for good quality products at a fair price.",5,Perfect.....well.........Nearly Perfect !,1368230400,"05 11, 2013"
A16UCWYG4924HH,B001AH83UG,"Kenneth G. Nielsen ""Kenneth""","[0, 0]","This had to be designed by someone who understood the need for well-placed lighting for those who need to read sheet music while performing. the flexible necks allow you to quickly twist and aim the light 'just right' over two open pages. The battery operation is nice if you want to be portable, but I have found that the AC adapter (Mine came with the light, check to be sure you get one with yours) is the way to go if you have a piano or keyboard in place where you practice every day. My Duracell batteries ran down quickly, over a few weeks before I noticed the light becoming slightly less and less. The AC adapter keeps the power flowing and the lights at full brightness. The whole unit is light enough to clip onto a music stand back or to a music book that you place other sheet music in front of. I needed to buy an extension cord as the AC adapter cord is only about 6 feet long, and while that sounds like a lot, by the time you lay it out where you want it (out of the way to avoid tripping) you might need to add an extension cord too. I understand the LED's themselves last a long long time, so that is good, they operate at a very cool low temperature so no hazard there. All in all, these do the job, illuminating with a pleasant easy to read-by light.",5,Perfect Light for viewing Sheet Music,1348358400,"09 23, 2012"
A2OTSI6BXB4CT3,B001AH83UG,Kevin J. Post,"[2, 2]",This light clips on the back of the stand and hold nicely.  The light from the LEDs has a blue tint to it. I'd prefer something more 'white'. Each light can be controlled individually and has a low and high setting. I gave 4 starts because it doesn't get quite as bright as I'd like but it does the job.  It seems well-made and will operate off battery power as well as an AC adapter which is included.,4,Not quite as bright as I had hoped,1325203200,"12 30, 2011"
AL8K7SWTLZ12X,B001AH83UG,Mr Goop,"[0, 0]","This Mighty Bright is  great!!!!  It clips to my music stand, has battery power or ac adapter ( included) and lights up the entire music stand with very little glare. If you need a light for reading music or for just reading, this is it.........",5,No Brainer!!!!,1396569600,"04 4, 2014"
A1VQHH85U7PX0,B001AH83UG,"MyBeesWax ""A Music Fan""","[1, 1]","I already own aMighty Bright LED Book Light with one lighting head, but I bought this light as a semi-permanent fixture on myDocument/Book Holder, which is mounted on anarticulating arm(took a little DIY'ing).This music light has one drawback; it doesn't have a master switch. To turn on both lights, you would have to independently turn on the switch atop each light head (two switch presses). To turn off both lights, you would have to independently double-click each light head (four switch presses) -- the first press brings the light to a lower level and the second press turns it off (each light head has two light levels: bright and medium-bright -- for a total 4 illumination combinations).I use this light for music sheets, documents, and books. The &#34;mighty bright&#34; label is no misnomer to be sure; these lights ARE mighty bright. They provide more than enough illumination to make even smaller texts readable in low ambient light conditions. Each light head provides very even illumination for a letter size sheet (the light starts to get dimmer just beyond the fringes of the sheet), so two light heads will provide sufficient illumination for a good-sized area. It will simultaneously illuminate the verso and recto of even the largest books. The flexible goose necks of the music light allows you to easily position the lights to reduce glare (which is inevitable on glossy or semi-glossy pages).This music light is a mighty sweet deal because:(1) it comes with anAC Adapter(which doesn't come with the book light with a single lighting head and has to be purchased separately). The adapter works on both this music light and the book light with a single lighting head.(2) contrary to the product description, this music light DOES come with 3 AAA batteries (at least mine did).Important Note: If you switch from using batteries to using the AC Adapter, the 3 AAA batteries will first have to be removed from the battery housing or the light(s) won't power on.I picked this music light over theMighty Bright Orchestra Lightbecause:(1) I've had my single head book light for many years and I trust this book light to offer the same durability (both lights are indistinguishable save for the single/dual light heads)(2) two goose necks offer more lighting flexibility(3) this music light is about half the price of the orchestra light.---The Bottom Line: The lack of a master switch on this music light makes turning on/off the lights somewhat of a hassle (an unfortunate but tolerable drawback). All the same, this music light is very functional, and as far as durability is concerned, I'm quite confident that it will last me for many years to come (it has the same build quality as my Mighty Bright single-head book light, which I've had for many years). Recommended!",4,Mighty Sweet Deal; Lack of Master Switch A Slight Hassle To Turn The Dual Lights On/Off,1354233600,"11 30, 2012"
A3KNGMX2RVQG91,B001AH83UG,Richard R,"[1, 1]","This is a fairly compact &#34;must have&#34; accessory when working in pit or dim light situations. This music light will easily cover two pages of  music and at a stretch, three pages.The LEDs provide bright , white even coverage making it possible to see the pages of music. The heads are easily adjusted with the flexible mounting arms and the two stage light intensity switch is a good feature when a lesser intensity light is desired.The small size of the light makes it perfect for travelling.",5,"Bright, white light with good even coverage",1401321600,"05 29, 2014"
A3KF2K1ZMAZSX4,B001AH83UG,Terry Schoenberger,"[2, 2]","I love this light. It runs on electric so no need for batteries. The goosenecks are metal and well made and the LED lights have switches that can turn on single or double LEDs on each side. It will clip on anything you want to hold it. It's simple, well made and works great.",4,Nice light for small areas.,1269648000,"03 27, 2010"
A202CZ4PJH83G4,B001AH83UG,Tinfoot,"[1, 1]","My home practice area is in a rather dark corner with limited room, and I have this clipped onto my music stand. Illuminates the music far better than the previous ones I had used, including one that used a full sized bulb (rather too much light and not very portable). Have no trouble that others have mentioned, just it loses a star because the included ac adapter cord is *short*, making it for all intents and purposes useless to me without having to string along an extension cord to my music stand (ugh, more cords).",4,Does the job better than other mini lights I have used,1391817600,"02 8, 2014"
A3DZBMO93FHKTH,B001AS6OYC,arleas,"[0, 0]",I expected this to be a good mic but it's amazing how much different the quality is over your standard desk mic.,4,The sounds are very clear and crisp,1389484800,"01 12, 2014"
A3RDS0DJ5EJGA7,B001AS6OYC,B,"[2, 3]","I use this microphone mainly to record music. Occasionally I use it for voice chat where it supposedly excels in quality compared to desktop USB microphones. I think the best way to describe this microphone is that it is &#34;above average&#34; but does not outperform any higher-end non-USB microphones that I have played with in the past. While it is not an &#34;outstanding&#34; microphone, it's still a great entry-level product for those on a budget.The microphone is relatively easy to use (just plug in the USB cable) but it needs some accessories to be efficient. For instance, the stand that comes with the microphone cannot hold the microphone upright. It seems like it will tip over if you breathe on it the wrong way. Remember to buy a solid desk (or floor) stand for the microphone, as well as a shock mount and a pop filter.",5,Good for an entry-level mic,1361664000,"02 24, 2013"
A34EGGJLO553D8,B001AS6OYC,Christian Matthew,"[2, 2]","I am a musician who needed budget home studio equipment. Paired up with a nice pop filter, this mic is able to produce some amazing vocal recordings. You'd be surprised to find out how many famous youtube musicians or podcast creators use this mic. It took me some time to get the hang of miking amps, positions and vocal distance, but I am truly getting more than my money's worth for what it's putting out. Check out some demos of quality on youtube if you need further convincing. I am very glad I made this purchase.I've owned this mic for 2 years if you're curious about durability.",5,Ridiculously cheap for the quality!,1370736000,"06 9, 2013"
A3UZITVEOSRRHD,B001AS6OYC,"David V. Locker ""TECH""","[2, 3]","I was looking for a better quality Mic but not willing to pay a high price to sing on the Internet.  This was a low price and high quality solution.  Nothing to load and I was singing right out of the box.It does pick up noise around me since this is a condenser mic but, that just means you pick a quiet place to record.. LOL",5,SnapSing - works great for on line singing,1226188800,"11 9, 2008"
A2T8JRVJRVNX8R,B001AS6OYC,"DeTechTive ""Max""","[0, 0]","This mic is absolutely awesome! It looks and feels SO high quality. The sound is stunning. It could be a tiny bit better for the price, but I'm absolutely pleased with it overall. Best mic in this price range by far!",5,Amazing! I'm in love!,1335398400,"04 26, 2012"
A1AU5K3JMPS3UQ,B001AS6OYC,Eric,"[0, 0]","This microphone's quality is amazing. I just hooked it up to my PC (Windows 7) and it worked no hassle whatsoever. Nothing to install or hoops to jump through, just works great. I recommend buying a mic stand of some kind if you really want to eliminate vibration or other background noises. The stand that comes with it is very stable, but it is low to the ground (or in this case, desk/table) so it may pick up some unwanted background noise (computer fans, mouse clicks/movement, etc).",5,Great Quality!,1312243200,"08 2, 2011"
A1GM034H7XPDEW,B001AS6OYC,"Hurley ""I thought I was wrong once but I was ...","[0, 0]",I use this to record vocals and acoustic guitar on my iMac.  The simplicity of this mic is very nice.  The sound quality is also very decent.  I haven't ever used one of those 'professional' quality ones but this has not disappointed me so far.  The only complaint I have is that there is no 'On/Off' switch.  The only way to turn it off is to unplug it.  Other than that I totally recommend this Microphone!,4,Very Convenient and Easy to use,1275004800,"05 28, 2010"
A11E4FWMN9BXJD,B001AS6OYC,"Josh Adams ""Rock Crushes Paper""","[1, 1]","This is the best USB Condenser mic I've ever used.  I needed to buy a condenser mic recently that had to be XLR.  I bought the AT2020 XLR version, simply due to the fantastic results I've achieved with this one.I only use this microphone for podcasting.  I do not record music with it, but I haven't tried yet.  If you're curious as to the sound quality, listen to my podcast ""Rock Crushes Paper"" on iTunes and Zune Marketplace.Just to give you an idea of what I'm using:Windows 74 GB ramPentium 4 Dual core 2.2 ghzAdobe Auditon 3The build quality is fantastic, built like a tank really.  The only knock I have on this is the little tripod stand.  Yes, it's a tripod stand, but I can't imagine actually being in a spot where I'd rather use that then the On-Stage desktop mic stand.Anyways, great mic.  Can't recommend it enough.  It's made me check out other Audio-Technica products.",5,Incredible quality for a fantastic price.,1270857600,"04 10, 2010"
A1UMM894XSEO4F,B001AS6OYC,michaelht1,"[0, 0]","works great, small and easy to place to the side and out of the way, simple setup, plug it in, change the preference settings and it works",5,audio technica usb microphone,1389398400,"01 11, 2014"
A3J7IC7M8ZSXNU,B001AS6OYC,Shastafication,"[0, 0]","I bought this microphone for youtube/podcasting and it does a REALLY perfect job. The quality is great for me. It was what I had expected it to be. I also bought a desktop mic stand with it, as well as a shockmount and popfilter. Highly recommended.",5,Amazing Microphone,1400457600,"05 19, 2014"
AJCHGS1GND4OA,B001BY4RQM,Bloose,"[1, 1]",Great sound and sensitivity. Very well made. These should last a lifetime barring any physical damage. Made in the USA to boot! These may not be the cheapest but they are worth every penny!,5,Excellent,1361836800,"02 26, 2013"
A1R019TURAPFDS,B001BY4RQM,camden108,"[1, 1]","these wires definatly change the sound of the snare, drasticly improving sound, as well as looks. very satisfied with my purchase",5,great,1369094400,"05 21, 2013"
A1C0O09LOLVI39,B001BY4RQM,Michael,"[1, 1]","Shipped fast, sounds great and the price was way better than a lot of other places that i know of",5,sounds good,1361664000,"02 24, 2013"
A1T9A8YD2FU9UF,B001BY4RQM,"muttonchops ""Fortune Favors the Brave""","[1, 1]",Perfect chain for most rock sounds.Get the 28 strand for a thicker snap.I might try out the 28strand next year. I'm pretty happy with this one right now.The place I live in has corrosive air though its not messed these chains.,5,Has the BANG,1317600000,"10 3, 2011"
AFS3FQR5JSDVJ,B001BY4RQM,NoName,"[0, 0]","This is a excellent Snare Wire, used it to replace an old noisy snare wire that rattled on my old Pearl Snare Drum, quick and easy to replace, came with straps to secure but did not use them as I prefer string. Improved the snare sound by 100%, no more rattle, snare now has a very fat tight crisp sound, well made product that did the trick. Product came with simple clear to read instructions with pictures, if you follow the instructions your strand will work perfect. Great Product at a excellent price.",5,Excellent Product,1391817600,"02 8, 2014"
A15TYOEWBQYF0X,B001C74GLY,"David W ""Dave""","[1, 1]","If you own an American Strat or Tele, this is a must have for the neck of your prize.  I love this.  It proudly states the guitar's origin of Corona. California with the Classic Fender name scribed.  Wonderful.  I have these on all three of my Fenders.  Again, these should really come standard on all American Strats.",5,perfect fit and finish,1393632000,"03 1, 2014"
A2WZWY5MQTXO0R,B001C74GLY,Home in NJ,"[0, 0]",Used this to dress up the Saga tele kit I bought on Amazon. It fit perfect and gives the Fender name to a Saga kit guitar. Don't think I'll fool anyone but what the heck.,5,Original Fender,1338508800,"06 1, 2012"
ASEBPAY8IBNI2,B001C74GLY,jr,"[3, 3]","It fits perfect on my MIM Stratocaster, enhancing the visuals of the back. The ""Corona, California"" on the back ads a nice touch when you compare it to the other Fender ""F"" neck plate.",5,Easy upgrade for a strat,1347840000,"09 17, 2012"
AF331KJH45RIH,B001C74GLY,Mark Rodgers,"[0, 0]","I was going to get the plate with the big ""F"" on it, but I read complaints that it was very thin, so I kept looking. I took a chance and got this one, and it was a good call. This one is very thick and solid, like it's supposed to be.Great product, great price.",5,Fender neck plate....,1334534400,"04 16, 2012"
A1GMWTGXW682GB,B001C74GLY,MetalFan,"[0, 0]","I ordered this after I saw one on a squier bass at a local shop. The plate looks great on my MIM fender Telecaster and it is thicker and nicer than the Fender 'F' plate I see on other guitars. I used the screws and it was an easy install. Other reviewers have posted about the finish and thickness of the plate. The plate has five screw holes, but doesn't look bad using 4.This is just a visual mod for me mainly to get rid of the crappy cheap plate which is used on my MIM Telecaster.",5,Thicker than the 'F' plate and nicer than the MIM stock plate,1344556800,"08 10, 2012"
AQJXACOTDMH03,B001C9R5P6,"Gilberto Moreno ""Gilberto Moreno""","[3, 4]","I tried another mini-amps but all sounds like toys. This is totally different, it's the real thing. Made of wood, very good looking and powerfull sound. The only thing I don't like is that it's hard to get clean tones from it, and with a Les Paul it's harder, beside that, it's perfect.",5,The best!,1348617600,"09 26, 2012"
A3MXU3CH4BJ465,B001C9R5P6,J.A,"[4, 5]","I have not tested other micro amps, this does for what I bought it for, to practice at home or anywhere without disturbing and easy transport, it's very portable to take with you. I really like the overdrive sound, the tuner works really well, I dont like much the clean channel it breaks up fast to a not so clean channel, but overall its a great product, so if you need a good tone, and a very portable micro amp you can give this one a try, it's great.",4,I very good amp,1351123200,"10 25, 2012"
A3I49HMI4LV6HU,B001C9R5P6,medialint,"[4, 4]","I've been a musician for most of my life, playing primarily keyboards recently in the studio and with bands, saxophone and a little bass guitar. I've owned a six string guitar for 20+ years that has seen very little use. I had this misconception that my hands &#34;just weren't designed to play guitar&#34;. But recently my life changed a little bit. I have a young boy that's now master of my universe, a lot less room to leave musical gadgets lying about, and I now live in an apartment building where making a lot of noise tends to be frowned upon.I picked up this Micro Crush because I was originally looking for a micro Marshall and I saw this pop up. I knew I already liked the sound of Orange amps (better than Marshall given my druthers of musical taste) and for $69 it seemed like not much of a reach to try it out for myself.Shortly after a small package of value came to me with this charmingly tiny amp in it. My son's mom thought it was a toy &#34;it's so small!&#34; Yes you might think so until you plug it in. The idea here is to sound loud without being loud. This amp is perfect for that.Most of the time I have this thing turned up to about 1, 1 1/2, rarely up to 2 or beyond. I've got a simple effect chain going in: EH Soul Preacher (compressor/sustainer) -&#62; MX Analog delay -&#62; Cheap (but pleasant) Chinese Phaser -&#62; EH Holy Grail -&#62; Amp. I use this as my &#34;clean&#34; sound without the overdrive. It is beautiful. A little Dick Dale-ish. Then when I want a little edge I turn off the phaser and delay and turn on the overdrive. Maybe nudge down the volume a little more and I can rock AC/DC licks at midnight without raising complaints from the neighbors. And it sounds ... BIG!No this is not the same as actually BEING loud. For one thing your ears won't ring. The cops won't come knocking to serve a noise complaint. Knickknacks will remain on their knickknack shelves.  The dogs won't howl.But should you desire to rock out at midnight in your apartment building this amp fits the bill.So much so that I, the man with the hands &#34;just not made for guitar&#34; now have guitar callouses, a lust after a couple $1.5-$2k guitars one of which will soon come home with me and frankly a love for playing the guitar that I never had before in my life. This all because I can just set up my little rig next to the couch and it's always there. Always ready to go. So I play while I'm watching football or baseball. I play while I'm watching the news. I play while I'm playing Crazy 8's with my son. I play morning, noon and night. Not only that but I'm actually getting to be not-that-bad at playing either. Lots of playing/practice seems to inevitably make on better (hint: do those finger exercises too, they work).So I am not exaggerating when I reiterate my headline: this little amp changed my life (for the better).Best buy for under $100 I've made since I bought my son his Strider balance bike. Which is orange too!",5,This little amp changed my life,1378857600,"09 11, 2013"
A2B1KICX3RPRX3,B001C9R5P6,"ng11 ""ng11""","[0, 0]","This Orange Micro Crush amp lives up to it's name. It's little bitty, about a third the size of the Roland Micro Cube, but it's plenty loud. Surprisingly loud really, it's amazing that much sound comes out of that thing. Of course it doesn't have all the bells and whistles of the Micro Cube, it's basically got a clean channel, an overdrive channel and a tuner. Then a volume knob a tone knob and that's it. The over drive gives a good sound but I like to run pedals through it anyway. It's missing reverb, which I would like to have, but it's far from a deal breaker.I have no issues with the build quality, it feels solid as a rock. Of course it's size and trademark Orange color make it look like a toy, it's definitely a capable little amp. Definitely a keeper!",5,Little bitty but packs a punch,1404345600,"07 3, 2014"
A1VBRBWX7SVCVX,B001C9R5P6,Robert A. Gare,"[0, 0]","I was surprised at the sound that this amp produces.  The build quality is top notch.  Tuner is right on, overdrive seems fine.  I'm not an overdrive player.Cons: so far none and I don't expect any.",5,Surprise inside,1365724800,"04 12, 2013"
A1VHYBN1NV73LZ,B001CJ2QZU,fotoguy,"[5, 5]","I'm very satisfied with the performance of the CM-2.  With a few tweaking, I could emulate the sound I get from my Fulltone OCD.  I'd say it's very versatile because there are two seperate controls for low & high frequencies unlike most pedals with just the ""Tone"" control.  A toggle switch lets you choose between ""classic"" & ""modified"" setting.  A tweaker's delight!  The ""level"" knob has a lot of juice.  If you set it at 10 or 11 o'clock, it's plenty loud enough.  Although you can't use it as a clean boost because it gives off a little gain even if you set the ""gain"" knob to zero.  If you have a single coil, it may sound like your tube amp is just breaking up, not so for humbuckers (too much gain).  You can also stack the CM-2 with other pedals.  I dusted my old Boss DS-1 and run it along with the CM-2 and was able to get some good tones.  The DS-1 usually hurts my ears but with the CM-2 behind it, sweet!  The Hardwire CM-2 may not be exotic as the boutique offerings from Klon, Zvex or LovePedal, but it will get the job done at a significantly lower cost.  It's well built, will take the pounding a gigging musician will subject it to.  There may be others better but they cost more than twice the price but not twice as good.  Try it, you can't go wrong!UPDATE:  Did a full comparison between the CM-2, Fulltone OCD & Joyo Crunch Distortion.GAIN:  Joyo obviously has the most gain followed closely by the CM-2 and OCD, 3rd.MIX:  The CM-2 has the most amount of control with separate high & low controls, followed by the OCD with just a tone control and the Joyo Crunch more or less sounds the same no matter what position you put the tone control.  Since the CM-2 has the widest tone range, I can make it behave like a Treble Booster!NUANCE:  The OCD cleans up well when you roll down the volume control on your guitar and is very dynamic.  The CM-2 is a close second and the Joyo Crunch, being strictly a distortion pedal is far behind.",5,Versatile!,1323302400,"12 8, 2011"
A3AZ44SMA0QNW7,B001CJ2QZU,"Ima Fish ""imafish""","[0, 0]","First, I don't like most distortion pedals because of instead of making my Fender Blues DeVille 410 sound distorted, they make it sound like it is amplifying a distorted pedal.  There's a difference. Think about it if you don't get it.Second, I don't like having a lot of pedals. I play in a rock/country band were we play music that sounds like Neil Young, Tom Petty, CCR, etc.  Just simple and clean rock and roll with a mix of 1,4,5 chords and an occasional minor 6th.  I just want an overdrive (my Digitech Bad Monkey) and my Arion tuner, but I need distortion when we do covers, AC/DC, Hendrix, etc.  (The DeVille can do Hendrix, if you turn it up to 7.  But of course then it's too loud.)Based on those criteria, the DigiTech CM-2 is PERFECT.  The Classic ""overdrive"" setting allows me to sound like Hendrix or rocking Neil Young (or any other rock band from the 60s and 70s).  The Modern setting allows me to sound more like 80s and 90s rock, e.g., Guns 'n Roses and Soundgarden.And this is important, both settings make my amp sound like IT is being overdriven.  It sounds like my tubes are being pushed to their breaking point.  It sounds fricken awesome.  It does not sound like an amplified pedal.So I can use the Bad Monkey (I've reviewed it on Amazon if you want to read it) for boosting my clean sound.  I use the CM-2 if I want to play dirtier and for covers.  Two pedals (plus the tuner) and I can play everything I want.  I'm happy.",5,Can I rate it ten stars?,1348790400,"09 28, 2012"
A1N4PW6FTMBUSQ,B001CJ2QZU,Slashaholic Anonymous,"[8, 8]","If you're anything like me, then I know what you're thinking: Digitech= Digital, fake-sounding junk. Not anymore. The Digitech HardWire CM-2 finishes what Digitech began with the Bad Monkey, which is a great overdrive pedal in its own right. But the CM-2 offers tone quality that compares to the best on the market (and as a pedal maniac, I've owned wayyyy too many overdrive and distortion pedals, so in all humility, I know what I'm talking about) and flexibility that is rivaled by none in the market for anything close to the price.What makes the CM-2 so great is that, like several other reviews have mentioned, it's not just another tube-screamer clone. There is no distinct mid-range hump and slightly rolled off bass that tubescreamers (particularly the TS-9) are known to have. There is a lot of range to all the knobs; the level can add some serious boost, bass and treble knobs allow you to significantly change your tone if that's what you're after, or you can dial it to be more (but never completely) transparent. Also, the CM-2 has more gain on tap than most overdrive pedals; you can go from basically a clean boost to adding a surprising amount of saturation to your tone. Lastly, the classic vs. modified switch gives you the option of adding some gain and bass by switching from classic to modified.I've tested the CM-2 as both an overdrive to a clean channel Fender Hotrod Deville, and as a front-end boost to my Bugera 1990 (basically a Marshall JCM 900). The CM-2 sounds great in both applications. Over the clean channel of the Fender, it sounds very full and smooth. Even turned all the way up, the overdrive never sounded very ""grainy"" or fuzzy; it maintained warmed, organic, and tube-like. ""Boutique-esque"" is how I would characterize it. Great for blues playing, and I'm sure that playing with the tone knobs you could dial in some good country tones as well.However, I use it more as a front-end boost to my already-overdriven Bugera amp. In front of the lead channel, CM-2 serves to take my tone from hard-rock crunch territory to a more metal tone, with chunky bass and roaring highs that make palm-muted riffs sound as at home as if they were coming through a Peavey 6505.As a conclusion, I'm really pleased with the quality of the Digitech CM-2. Both the sound and build quality are top-notch, and for a price similar to or less than most quality overdrive pedals on the market, I highly recommend checking out the CM-2.",5,"Wow, Digitech has really up'ed their game with the CM-2",1294790400,"01 12, 2011"
A1QDSJZQWJZOL1,B001CJ2QZU,T. Cox,"[2, 3]","This is the one pedal I can't do without. You can sculpt your guitar tone before it hits your amp, and that's the key to getting a tight rhythm tone at high gain. So if I encounter an amp that isn't tight enough, or the high gain distortion doesn't sound good by itself, I just turn down the gain or use a lower gain channel, and then hit it hard with this pedal. Sounds so much better than the internal high gain distortion.Alright, so here are some things you might want to know before you buy:* The gain knob when turned to zero still produces overdrive. So you can't use this as a *clean* boost pedal. With high output humbuckers, you still get some mild tube-like overdrive at zero gain. But this isn't advertised as a clean boost pedal.* So how much gain / distortion does this pedal have if you're going into a clean channel of an amp?  Plenty for classic rock and blues. Not enough for metal, though if you crank the gain and high knob all the way you can just barely get a prog style metal tone. But it's not a distortion pedal, it's just an overdrive.* This thing uses tiny SMC components in the circuitry and therefore isn't really moddable.* Unlike the Bad Monkey, this doesn't have an additional mixer / cabinet emulated output.* Like a tube screamer, it boosts the mids and reduces the bass so that going into a mushy sounding tube channel you get a tighter distorted sound. Anyone who has a nice warm amp and gets this pedal thinking they'll get more of the same, may be disappointed. What they need instead is a transparent clean boost pedal that keeps their guitar the same tone just louder volume.* The classic/modified switch is pretty cool. I have two guitars, one is kind of bassy and scooped sounding, the other is bright and middy. Well, using the switch, I can make one come out more equivalent to the other when needed. This keeps me from adjusting my amp each time I switch guitars. Classic is a slightly lower gain, more mid-boosted sound. Quite tight. Think Peavey 6505 EQ structure. Modified is more scooped, saturated. Think Mesa EQ structure. So this switch is a useful little bonus.*  It eats batteries, sucking in around 150 mA at 9V, so my 300 mAH rechargeable lasts 1.5-2 hrs. I swear if that blue LED weren't so bright it would probably get an extra hour. Instead of getting an adapter, I got an 8-battery AA clip, 9V battery clip, 12V DC plug, and 8 Sanyo Eneloop batteries. Hooked it up with negative tip, positive sleeve and now I have a 16,000 mAH monster = about 100 hours play time.This pedal is perfect. You get what it's advertised to do. It's rugged, looks good. I haven't found it to be noisy at all, unless there was something wrong with my guitar (strings not grounded through the bridge, etc...). Someone mentioned the silver tops of the dials falling off as if they were decals, but I looked and the knobs seem like all one solid piece to me.Another thing I found is that instead of using an overdrive plugin in my DAW, if I use this real overdrive pedal in front of my interface, that magically makes all hum / noise from my pickups go away.Overall, yes I highly recommend this, and would suggest people check out the Hardwire Metal Distortion if they want something as a standalone rather than an overdrive into a crunchy amp. Like others, though, I can't stop playing through this. Great purchase, especially if bought used.",5,Perfect,1317945600,"10 7, 2011"
AZ0LJNEP2VRD1,B001CJ2QZU,Victor,"[3, 4]","The CM-2 is magnificent: [1] It produces beautiful overdrive (one that doesn't destroy your guitar's tone). [2] It has independent ""High"" and ""Low"" tone controls, and these controls are extremely sensitive to even minor changes--thus allowing for great versatility in tone-manipulation. [3] It features a switch that allows you to pick between ""classic"" overdrive and an extra blast of distortion (""modified""). [4] The case is made of metal. [5] It comes with a cover for the knobs so that you can avoid altering your settings when depressing the pedal. This pedal will not give you ""metal"" distortion; for that consider Digitech's TL-2. Instead, it produces a warm, old-time overdriven tone. I love this thing!",5,Great Overdrive Pedal,1302825600,"04 15, 2011"
A3SJ2NETSL6D5R,B001D2TPZU,Barryd0927,"[0, 0]","this cup /bottle holder fits nicely on my mic stand and holds my water....(or adult bottled beverage) while playing. seems sturdy and doesn't get and condensation on my pedal board due to the neoprene , great product",5,a must have for the giggin musician,1402617600,"06 13, 2014"
A2QJQ3HSJB4NS,B001D2TPZU,Bmkeener,"[0, 0]",There's not much to say about this product other than it can hold up a beer or water bottle really darn well. Mounting it to the stand took all of 30 seconds and if feels sturdy as can be.,5,Easy to mount and use,1358035200,"01 13, 2013"
ALYZ6K2FC7VZC,B001D2TPZU,Brian Damage,"[0, 0]","This is an absolute must-have item for any gigging drummer! Holds your drink, just like it says it will. What more can you ask for out of a drink holder? No more wasted beers getting kicked over during sets for this guy (at least not unintentionally). Pro.",5,Must-have!,1329696000,"02 20, 2012"
A1JJ61UV88EAP5,B001D2TPZU,Eric Leberg,"[0, 0]","My musician friends notice, and wish they had one. As a flute player, I whet my whistle so to speak a few times during a performance, and this keeps my water bottle near by.  The cup is flexible enough to handle different diameters of cups.  I imagine it would hold beer too.",5,Works,1403568000,"06 24, 2014"
A1Y8BQ5R1SGGVD,B001D2TPZU,Gregg Bergman,"[0, 0]",What can you say about a simple device that does exactly what it supposed to do. I used to put my water on the stage an 1/2 the time kick it over. Now it's right where I can find it everytime.,5,"Got milk?, or beer or water?",1376265600,"08 12, 2013"
A3KF2K1ZMAZSX4,B001D2TPZU,Terry Schoenberger,"[0, 0]","This cup holder clamps on easily and really holds your drink so you dont have to worry about it. The insert part is made out of thick material so it will smash down when you pack it up. You dont really notice the name on both sides at gigs, just a cold beer in front of you thats always in the same place! I love it.",5,Works great,1388793600,"01 4, 2014"
A2SH4497XM1HET,B001D2TPZU,Timothy L. Obriant,"[0, 0]","In my band, we have a song where I use a kazoo for one song and I needed a way to store it until needed. This cup holder does the trick. It also holds my water bottle with no problem. The problem is it doesn't do both at the same time. That's on me; this is a good product for what it does.",4,Mic stand cup,1369785600,"05 29, 2013"
A110ZEDSNASVCO,B001DW6RJC,"Brother MOLOCH 969 ""MolochSorcery.com""","[23, 23]","Most of the other reviews have pretty much covered just about everything I would say however I still want to say I love this tool. Not being someone who has had a lot of theory under my belt, it's been useful to help me learn the letters of keys. Slowly I am making progress at memorizing key signatures so that I know where I am on the fretboard & where I can go from there. I use it by putting it on my music stand, dialing in the key I want, turn on the drum machine & simply play the chords in that key to the beat. Then when I want to practice the relevant scales of the key, I simply look at the letters and count the fingering for the corresponding note. It's that easy.I will say that I do agree that the instructions are a wee bit too thin for my taste but music notation & theory is not a subject that the average player is adept with. Most folks are self taught like moi where theory is concerned. To really grasp it, one simply has to plod along actually performing the exercises repeatedly. But with rote repetition, eventually comes that ""Eureka!"" moment from time to time & more falls into place.Unlike some others, I'm not one to lug something this around in my gig bag. Who really is going to set & study material like this prior to a gig? That's what you do at home and it's called 'Practice' for a reason.I give this 5 out of 5 stars because it really is a fantastic learning tool & is relatively simple to use as long as you have some inkling of music theory. If not, you may want to take some lessons & then use this as a study guide along with your regular lessons.",5,Useful tool!,1322870400,"12 3, 2011"
A2PDPIVN721PZ7,B001DW6RJC,Casey D,"[2, 2]","Yeah I kind of bought it on a whim, it's confusing as hell first of all. I don't really understand it but it was shipped and explained perfectly as described. :)",5,Pretty good but CONFUSING,1353110400,"11 17, 2012"
A2CJVLER896Q7L,B001DW6RJC,Diego A. Umana,"[1, 1]",This is a very useful and quite educational musician's piece. I especially like the way it is presented and how easy it is to use. It easily helps remember all possible scales and shows many tricks for your musical compositions. Highly recommended. Cheers!,5,Very useful and quite educational,1372723200,"07 2, 2013"
